Model,Seeds,accuracy,precision_macro,recall_macro,f1_macro,AP50,AP75,mAP50_95
Proposed (full),1,93.33 +- 0.00,94.68 +- 0.00,93.33 +- 0.00,92.95 +- 0.00,9.71 +- 0.00,3.62 +- 0.00,4.30 +- 0.00
